0,1,2,3,4,5,6
415,Machine learning pipeline for battery state-of-health estimation,The Molecular Signatures Database Hallmark Gene Set Collection,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Genetic Algorithms in Search Optimization and Machine Learning', 'The Molecular Signatures Database Hallmark Gene Set Collection']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Genetic Algorithms in Search Optimization and Machine Learning', 'paperId': '2e62d1345b340d5fda3b092c460264b9543bc4b5', 'nodeNum': 2}, {'title': 'The Molecular Signatures Database Hallmark Gene Set Collection', 'paperId': '93d5369a0be3134c6018373d5290923f3d718815', 'nodeNum': 3}]"
416,Machine learning pipeline for battery state-of-health estimation,"TargetMine, an Integrated Data Warehouse for Candidate Gene Prioritisation and Target Discovery",3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'Model Adaptation with Synthetic and Real Data for Semantic Dense Foggy Scene Understanding', 'TargetMine, an Integrated Data Warehouse for Candidate Gene Prioritisation and Target Discovery']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'Model Adaptation with Synthetic and Real Data for Semantic Dense Foggy Scene Understanding', 'paperId': '9d67af2158807aa815b5a4485b076f7a18ce6ab4', 'nodeNum': 2}, {'title': 'TargetMine, an Integrated Data Warehouse for Candidate Gene Prioritisation and Target Discovery', 'paperId': '984572ffe791b5340bf0b3a7e2e049cbfdb808e2', 'nodeNum': 3}]"
417,Machine learning pipeline for battery state-of-health estimation,Interpretable Machine Learning: Fundamental Principles and 10 Grand Challenges,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'The Art and Practice of Data Science Pipelines: A Comprehensive Study of Data Science Pipelines In Theory, In-The-Small, and In-The-Large', 'Interpretable Machine Learning: Fundamental Principles and 10 Grand Challenges']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'The Art and Practice of Data Science Pipelines: A Comprehensive Study of Data Science Pipelines In Theory, In-The-Small, and In-The-Large', 'paperId': 'f9d403c58db99e2214f43e5b1740694b9c79002f', 'nodeNum': 2}, {'title': 'Interpretable Machine Learning: Fundamental Principles and 10 Grand Challenges', 'paperId': '256db9dba1978f004a67c86ffc321563b1aee79a', 'nodeNum': 3}]"
418,Machine learning pipeline for battery state-of-health estimation,Reconciling modern machine-learning practice and the classical bias–variance trade-off,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'SemEval-2017 Task 1: Semantic Textual Similarity Multilingual and Crosslingual Focused Evaluation', 'Reconciling modern machine-learning practice and the classical bias–variance trade-off']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'SemEval-2017 Task 1: Semantic Textual Similarity Multilingual and Crosslingual Focused Evaluation', 'paperId': 'a23fa96e7217ba0e9405d9e1fe3cdedd57b6e096', 'nodeNum': 2}, {'title': 'Reconciling modern machine-learning practice and the classical bias–variance trade-off', 'paperId': 'f86f1748d1b6d22870f4347fd5d65314ba800583', 'nodeNum': 3}]"
419,Machine learning pipeline for battery state-of-health estimation,A Solution to the Network Challenges of Data Recovery in Erasure-coded Distributed Storage Systems: A Study on the Facebook Warehouse Cluster,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.', 'A Solution to the Network Challenges of Data Recovery in Erasure-coded Distributed Storage Systems: A Study on the Facebook Warehouse Cluster']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The Data Mining of the Human Resources Data Warehouse in University Based on Association Rule', 'paperId': '28a697d97e51bed8afd01f89d28c25e8e5c65360', 'nodeNum': 1}, {'title': 'The Cambridge Structural Database: a quarter of a million crystal structures and rising.', 'paperId': 'e6ce8255f48e3736f0a5fa0d85fb43c700d4f743', 'nodeNum': 2}, {'title': 'A Solution to the Network Challenges of Data Recovery in Erasure-coded Distributed Storage Systems: A Study on the Facebook Warehouse Cluster', 'paperId': '5e63e47cb3386b032ec43a92ce5980466228c761', 'nodeNum': 3}]"
420,Machine learning pipeline for battery state-of-health estimation,Interrogating Data Science,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Ribosomal Database Project: data and tools for high throughput rRNA analysis', 'Interrogating Data Science']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Ribosomal Database Project: data and tools for high throughput rRNA analysis', 'paperId': 'd7c78b7071ea150346320e5b43a03824263e0fa9', 'nodeNum': 2}, {'title': 'Interrogating Data Science', 'paperId': '3746152e023e79b7d03cf12a560e473de2945d67', 'nodeNum': 3}]"
421,Machine learning pipeline for battery state-of-health estimation,Schema Evolution for Data Warehouse: A Survey,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Machine Learning for Fluid Mechanics', 'WordNet: A Lexical Database for English', 'Schema Evolution for Data Warehouse: A Survey']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Machine Learning for Fluid Mechanics', 'paperId': '4087e84fc695bb6433d0104ee94f9d7e9f4b7da5', 'nodeNum': 1}, {'title': 'WordNet: A Lexical Database for English', 'paperId': '68c03788224000794d5491ab459be0b2a2c38677', 'nodeNum': 2}, {'title': 'Schema Evolution for Data Warehouse: A Survey', 'paperId': '65d8b3c080ccc3d3f0e354a4a307d778932cb441', 'nodeNum': 3}]"
422,Machine learning pipeline for battery state-of-health estimation,Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning),3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Visualizing Semantic Data', 'Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning)']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Visualizing Semantic Data', 'paperId': 'be86963ce9b0580f7778b797c2076726371b13ec', 'nodeNum': 2}, {'title': 'Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning)', 'paperId': '8ca86e941da7254613a5d03dd7a6c36886fadc1d', 'nodeNum': 3}]"
423,Machine learning pipeline for battery state-of-health estimation,Optimizing data warehouse loading procedures for enabling useful-time data warehousing,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Teaching Creative and Practical Data Science at Scale', 'Quantum embeddings for machine learning', 'Optimizing data warehouse loading procedures for enabling useful-time data warehousing']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Teaching Creative and Practical Data Science at Scale', 'paperId': '840b60da93c2776230d3e6123d708e1c7e66ebc0', 'nodeNum': 1}, {'title': 'Quantum embeddings for machine learning', 'paperId': '4a7eea3ec3080ecb277bfe466afce4822a1071d7', 'nodeNum': 2}, {'title': 'Optimizing data warehouse loading procedures for enabling useful-time data warehousing', 'paperId': 'df0926379fa3d34d99a12be72148dbc9cabcd529', 'nodeNum': 3}]"
424,Machine learning pipeline for battery state-of-health estimation,AutoDS: Towards Human-Centered Automation of Data Science,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Implicit Semantic Data Augmentation for Deep Networks', 'AutoDS: Towards Human-Centered Automation of Data Science']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Implicit Semantic Data Augmentation for Deep Networks', 'paperId': '11babff42b5bf9841ebb87781bfc21f74acb3d28', 'nodeNum': 2}, {'title': 'AutoDS: Towards Human-Centered Automation of Data Science', 'paperId': '7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6', 'nodeNum': 3}]"
425,Machine learning pipeline for battery state-of-health estimation,RangeNet ++: Fast and Accurate LiDAR Semantic Segmentation,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'Ribosomal Database Project: data and tools for high throughput rRNA analysis', 'RangeNet ++: Fast and Accurate LiDAR Semantic Segmentation']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored', 'paperId': 'ceee6447b291f8052a28c9eb00ca360d6f39f9b1', 'nodeNum': 1}, {'title': 'Ribosomal Database Project: data and tools for high throughput rRNA analysis', 'paperId': 'd7c78b7071ea150346320e5b43a03824263e0fa9', 'nodeNum': 2}, {'title': 'RangeNet ++: Fast and Accurate LiDAR Semantic Segmentation', 'paperId': '64e23f006fda19bbbbc324b1353851ebca95aa02', 'nodeNum': 3}]"
426,Machine learning pipeline for battery state-of-health estimation,Enriching Texture Analysis with Semantic Data,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'Double/Debiased Machine Learning for Treatment and Structural Parameters', 'Enriching Texture Analysis with Semantic Data']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'Nucleus segmentation across imaging experiments: the 2018 Data Science Bowl', 'paperId': 'b79ca6fd3df135a9bcf778844be625b764fbcfb3', 'nodeNum': 1}, {'title': 'Double/Debiased Machine Learning for Treatment and Structural Parameters', 'paperId': 'f75b70c9d7078724b592ec3e21de705e7b6ff73f', 'nodeNum': 2}, {'title': 'Enriching Texture Analysis with Semantic Data', 'paperId': 'a6cfe02d90260640a151a2cd172b2bf3b000b738', 'nodeNum': 3}]"
427,Machine learning pipeline for battery state-of-health estimation,A Systematic Approach to Creation of a Perioperative Data Warehouse,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'LabelMe: A Database and Web-Based Tool for Image Annotation', 'Finding Related Tables in Data Lakes for Interactive Data Science', 'A Systematic Approach to Creation of a Perioperative Data Warehouse']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'LabelMe: A Database and Web-Based Tool for Image Annotation', 'paperId': '092c275005ae49dc1303214f6d02d134457c7053', 'nodeNum': 1}, {'title': 'Finding Related Tables in Data Lakes for Interactive Data Science', 'paperId': 'f42c69dbd792155fee6f4d2c525971f8d43f138b', 'nodeNum': 2}, {'title': 'A Systematic Approach to Creation of a Perioperative Data Warehouse', 'paperId': '01dda7d592b7346de816d50a3a6ec72645b829fc', 'nodeNum': 3}]"
428,Machine learning pipeline for battery state-of-health estimation,Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search.,3.0,"['Machine learning pipeline for battery state-of-health estimation', 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'Data Science in Healthcare: Benefits, Challenges and Opportunities', 'Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search.']","[0.0, 1.0, 2.0, 3.0]","[{'title': 'Machine learning pipeline for battery state-of-health estimation', 'paperId': 'f1664bbaddedea8c250873e7610ab07e53fa7132', 'nodeNum': 0}, {'title': 'AnchorViz: Facilitating Classifier Error Discovery through Interactive Semantic Data Exploration', 'paperId': 'd5ab4aab4d30bc9f76151a50ca509030e5c1bcdc', 'nodeNum': 1}, {'title': 'Data Science in Healthcare: Benefits, Challenges and Opportunities', 'paperId': '2f972d51b7c1ee4a422b9c458ac373ddd3b722ea', 'nodeNum': 2}, {'title': 'Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search.', 'paperId': '8c1a1e761b715b23668b4f850e2bcc958fa21ad2', 'nodeNum': 3}]"
